Parcel Number,Photo,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
06.35.337.004,https://photos.camavision.com/0227c691549312de5e4ff9dfccd0358d/70,"
            600 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1386,"$270,700","$270,700",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.010,https://photos.camavision.com/ca61592650486b54d3481ad90f4f6541/70,"
            601 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1567,"$326,240","$326,240",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.337.003,https://photos.camavision.com/97fb5fafeab354d782624ee3a8c87801/70,"
            602 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1976,"$389,680","$389,680",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.011,https://photos.camavision.com/830a70786d9f38f72366858877977ea7/70,"
            603 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1468,"$304,660","$304,660",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.013,https://photos.camavision.com/003620adbf41ccc1bd22ee22d0f129df/70,"
            200 16TH AVE NW, INDEPENDENCE
                      ",2 Story Frame,1890,2448,"$242,450","$242,450",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.27.477.002,https://photos.camavision.com/6f3bbca25fbc2b49c22e0d4716b41f5d/70,"
            502 16TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2000,1454,"$277,750","$277,750",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.27.477.014,https://photos.camavision.com/ec853f7b8ae12ed0f88b3d5270b0cf4f/70,"
            506 16TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2005,1058,"$215,940","$215,940",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.11.100.006,https://photos.camavision.com/a15de05389bf7790840a3fa868856703/70,"
            2050 170TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1979,1600,"$262,860","$262,860",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.005,https://photos.camavision.com/04367b77ba3131431d668e2e24c09d51/70,"
            200 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700","$193,700",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.004,https://photos.camavision.com/88e9cbab075d36e2374cf89c8a1fe6ec/70,"
            202 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700","$193,700",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.003,https://photos.camavision.com/535d594164be568ad20b349be1baae6e/70,"
            204 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700","$193,700",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.002,https://photos.camavision.com/c66ab056972495384061342c2e6eca51/70,"
            206 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700","$193,700",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.33.376.017,https://photos.camavision.com/d1ee269c8591e70ee64fe763f07777fb/70,"
            415 17TH AVE NW,  INDEPENDENCE 
                      ",1 Story Frame,1951,1482,"$175,740","$175,740",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
07.18.100.007,https://photos.camavision.com/40dce2d69324ffc7eab0cf256dad8e78/70,"
            2230 180TH ST, INDEPENDENCE 
                      ",1 Story Frame,1910,1848,"$176,070","$176,070",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.17.100.010,https://photos.camavision.com/62bd2a9be140074990c415df68fb1cb5/70,"
            1741 185TH ST,  INDEPENDENCE 
                      ",2 Story Frame,1880,1824,"$204,910","$204,910",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
07.21.100.005,https://photos.camavision.com/c1a4cc1549b4badfd464998a498d9cca/70,"
            2421 192ND ST, INDEPENDENCE 
                      ",2 Story Frame,1920,2358,"$240,960","$240,960",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.30.100.015,https://photos.camavision.com/df932b629b980369abca783d340ad1d3/70,"
            1634-1 198TH ST, INDEPENDENCE 
                      ",1 Story Frame,1970,1184,"$121,740","$121,740",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
14.12.106.001,,"
            215 1ST AVE, ROWLEY
                      ",1 Story Frame,1960,1458,"$127,150","$127,150",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
14.12.105.003,https://photos.camavision.com/856db3e8c93809d16d0267cc16383650/70,"
            222 1ST AVE, ROWLEY
                      ",1 Story Frame,1968,1328,"$154,180","$154,180",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
14.12.151.004,https://photos.camavision.com/11fd6732032f7073cf318d3b168dc346/70,"
            302 1ST AVE, ROWLEY
                      ",1 Story Frame,1981,1296,"$188,730","$188,730",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.126.012,https://photos.camavision.com/82fb75a3c3db99b3e6d5b373e31eb925/70,"
            1211 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1976,2148,"$297,030","$297,030",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.126.011,https://photos.camavision.com/d4d10ea38dd1a96d1278212278127783/70,"
            1213 1ST AVE NE, INDEPENDENCE
                      ",1 Story Frame,1951,1080,"$161,270","$161,270",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.336.007,https://photos.camavision.com/a938bcaf4fb4278babf40c81f9ab45b7/70,"
            619 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1204,"$66,690","$66,690",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.332.011,https://photos.camavision.com/d0b7e56ec6019a531f428894ea8b961f/70,"
            701 1ST AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1890,822,"$51,980","$51,980",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.333.001,https://photos.camavision.com/ec204916972f85676b4f58d303ddbc89/70,"
            718 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1228,"$76,670","$76,670",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.329.001,https://photos.camavision.com/f2e5d2dcc80590c64b5836aaa1025dea/70,"
            800 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,2134,"$160,530","$160,530",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.191.003,https://photos.camavision.com/1e74b2d3a2cf43e25fcd53ddc9b45af4/70,"
            806 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1592,"$79,560","$79,560",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.190.003,https://photos.camavision.com/aa7a307d0ea03a4f2933a794afd22f48/70,"
            815 1ST AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1910,1516,"$85,930","$85,930",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.252.010,https://photos.camavision.com/5e5b338f8bbbcc6f65ca223c44aa5cca/70,"
            1217 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1915,1292,"$154,690","$154,690",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.255.001,https://photos.camavision.com/cf65095cddeaf86b13ead95f4f5aa781/70,"
            1401 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1998,1696,"$317,140","$317,140",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.35.382.008,https://photos.camavision.com/1204e4335237d53879083f602b0543f0/70,"
            1402 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1959,1737,"$238,820","$238,820",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.001,https://photos.camavision.com/d43e4b89f909d1776f0d1a16d8683fd2/70,"
            601 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1900,2644,"$145,600","$145,600",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.34.489.007,https://photos.camavision.com/34e753996b97d3868ce5a1c57dc1b05c/70,"
            608 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1900,2261,"$118,760","$118,760",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.006,https://photos.camavision.com/a47d2c405330776398dc5490693a5865/70,"
            611 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1900,1815,"$79,430","$79,430",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.007,https://photos.camavision.com/310b24fee729c7656a58233af06a083c/70,"
            613 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1910,1037,"$62,850","$62,850",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.010,,"
            617 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1880,1034,"$79,410","$79,410",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.154.001,https://photos.camavision.com/f362f4bf2dd0abaad58aeafa27e01182/70,"
            701 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1895,1182,"$85,790","$85,790",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.154.002,https://photos.camavision.com/580cdd1c3b3772c572f3f0f6c41d0696/70,"
            707 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1890,1125,"$100,650","$100,650",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.35.361.008,https://photos.camavision.com/3fff0660615a128e4ceb92237adbc2b0/70,"
            812 1ST ST E, INDEPENDENCE
                      ",Salvage,1890,1083,"$29,470","$29,470",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.35.361.009,https://photos.camavision.com/4e599e2506142ab97d16cf9f0b48d9d3/70,"
            814 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1900,1612,"$139,280","$139,280",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.35.361.010,https://photos.camavision.com/7d9e5bb4277cd9d229382c9996624c23/70,"
            822 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1912,1379,"$130,810","$130,810",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.181.001,https://photos.camavision.com/56b024b1cff84ee32600dab736b516dc/70,"
            901 1ST ST E, INDEPENDENCE
                      ",1 1/2 Story Frame,1951,2924,"$237,090","$237,090",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.276.003,https://photos.camavision.com/833cd75b1ebafe2dc55fa928f02de0fe/70,"
            1801 1ST ST EAST, INDEPENDENCE
                      ",1 Story Frame,2010,1614,"$230,350","$230,350",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.34.490.015,https://photos.camavision.com/225c6f6fea85d16ea73728429f41c1c0/70,"
            700 1ST ST EAST, INDEPENDENCE
                      ",2 Story Frame,1903,2312,"$137,290","$137,290",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.33.453.011,https://photos.camavision.com/8eef0f7cd2e74a5502f5cfcfe2cb7e7b/70,"
            1506 1ST ST W, INDEPENDENCE
                      ",Mfd Home (Multi-Section),2017,1188,"$149,130","$149,130",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.05.252.008,https://photos.camavision.com/3a3b17daa27ab42161f5b61766c9023f/70,"
            1707 1ST ST W, INDEPENDENCE
                      ",Split Foyer Frame,1976,912,"$130,550","$130,550",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.05.252.009,https://photos.camavision.com/c0ccccfe4d6fed6621dbf3e56fcecfec/70,"
            1715 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1890,1898,"$183,170","$183,170",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.04.253.011,https://photos.camavision.com/c197db1232a9250bea753d29d92dd812/70,"
            309 1ST ST W, INDEPENDENCE
                      ",1 Story Frame,1948,1035,"$92,150","$92,150",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.387.009,https://photos.camavision.com/cbb4890d65891811a36b2db8523a981f/70,"
            310 1ST ST W, INDEPENDENCE
                      ",1 1/2 Story Frame,1900,780,"$48,700","$48,700",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.386.014,https://photos.camavision.com/07eb4b546c895765a4291a35bf15b160/70,"
            410 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1916,2755,"$134,240","$134,240",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.386.011,https://photos.camavision.com/2f605dc2e3aa79e4ab6cf93903199c82/70,"
            502 1ST ST W, INDEPENDENCE
                      ",1 Story Frame,1929,1744,"$102,740","$102,740",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.386.010,https://photos.camavision.com/65c30eea690ad98b707fe719316b534d/70,"
            506 1ST ST W, INDEPENDENCE
                      ",1 Story Frame,1910,914,"$85,500","$85,500",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
10.04.251.002,https://photos.camavision.com/14b99b7abc91a98eb45fc00a83ab8230/70,"
            511 1ST ST W, INDEPENDENCE
                      ",1 1/2 Story Frame,1925,1244,"$132,320","$132,320",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.359.008,https://photos.camavision.com/4afa7538ff6bce7543b7083f915badad/70,"
            700 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1900,2050,"$147,370","$147,370",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.359.007,https://photos.camavision.com/15176a714ef40608631226737e9d9aa1/70,"
            706 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1910,1646,"$95,170","$95,170",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.359.006,https://photos.camavision.com/9ababb346c924942f0318b52514bc44c/70,"
            710 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1900,1304,"$31,790","$31,790",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.359.005,https://photos.camavision.com/d32586c0367fff258762e020a9813f5a/70,"
            714 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1900,1494,"$81,780","$81,780",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.34.356.012,https://photos.camavision.com/ec2c7dfbefd0f61f083bd1692ae184f4/70,"
            808 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1892,1199,"$80,030","$80,030",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
10.04.177.002,https://photos.camavision.com/45daf4b1a0bfca6e0413490711d3acc9/70,"
            809 1ST ST W, INDEPENDENCE
                      ",2 Story Frame,1890,1681,"$100,120","$100,120",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.27.200.002,https://photos.camavision.com/6f3c03bc0fb17d0a1c5fdffbecb3672b/70,"
            1978 200TH ST, INDEPENDENCE 
                      ",1 Story Frame,1950,1174,"$134,940","$134,940",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.26.200.008,https://photos.camavision.com/0f484af40fdab14b7626a7027fbfe8ce/70,"
            2085 203RD ST, INDEPENDENCE 
                      ",2 Story Frame,1905,2003,"$225,650","$225,650",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
07.30.100.009,https://photos.camavision.com/966ff3da0c06bd44ccc723429560929f/70,"
            2231 205TH ST,  INDEPENDENCE 
                      ",2 Story Frame,1920,1768,"$188,310","$188,310",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.26.400.013,,"
            2067 205TH ST, INDEPENDENCE 
                      ",1 Story Bermed,1989,2268,"$225,470","$225,470",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
07.30.100.003,https://photos.camavision.com/afccb785dc6743d41dc1a13ddb868a0f/70,"
            2209 205TH ST, INDEPENDENCE 
                      ",1 Story Brick,2004,3620,"$563,860","$563,860",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.27.427.011,https://photos.camavision.com/f14b6aa2a21fb6b67858bcbe4fe0897a/70,"
            1998 206TH ST, INDEPENDENCE
                      ",1 Story Frame,2017,2011,"$444,860","$444,860",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.27.427.004,https://photos.camavision.com/06a4608dcdec8facd1d186b280456498/70,"
            1986 206TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1974,1800,"$230,060","$230,060",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.27.426.010,https://photos.camavision.com/93a2fa91727d290899ce937a75e17cc0/70,"
            1997 206TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1976,1376,"$226,190","$226,190",https://buchanan.iowaassessors.com/results.php?page=12&history=-12&ts=1688576139
06.27.427.010,,"
            1980 206TH ST, INDEPENDENCE 
                      ",1 Story Frame,1974,1056,"$199,250","$199,250",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.36.301.011,https://photos.camavision.com/124e50c3bd31c0d0d29b56313e45fe2b/70,"
            2112 215TH ST,  INDEPENDENCE 
                      ",2 Story Frame,1977,3408,"$448,750","$448,750",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.35.426.008,https://photos.camavision.com/b77da30187b9112e135c6f942a5a064c/70,"
            2092 215TH ST, INDEPENDENCE 
                      ",1 Story Frame,1999,1820,"$361,300","$361,300",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.33.326.004,https://photos.camavision.com/8e0f35ec4d43744be3d0f8fd073fdb72/70,"
            1825 218TH ST,  INDEPENDENCE 
                      ",2 Story Frame,1890,1668,"$203,770","$203,770",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.33.301.003,https://photos.camavision.com/bfa4d6a99d0f338768a1f2241c632dcd/70,"
            1807 218TH ST, INDEPENDENCE 
                      ",1 1/2 Story Frame,1976,2517,"$319,670","$319,670",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.01.100.011,,"
             220TH ST,  INDEPENDENCE 
                      ",,,,"$6,830","$6,830",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
09.02.100.003,https://photos.camavision.com/d7dc8e4bba00f5d8e9f19f9a42d61dfc/70,"
            1512 220TH ST,  INDEPENDENCE 
                      ",1 Story Brick,1995,2479,"$451,840","$451,840",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.32.300.005,https://photos.camavision.com/cfb4669ad3aff76a2cc7c6bd059293a6/70,"
            1733 220TH ST,  INDEPENDENCE 
                      ",1 Story Brick,1975,1620,"$308,700","$308,700",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.02.100.012,https://photos.camavision.com/bfad30a838bae52c95fab74f6331ecf3/70,"
            2102 220TH ST,  INDEPENDENCE 
                      ",1 1/2 Story Frame,1948,1558,"$204,850","$204,850",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.36.351.014,https://photos.camavision.com/dd72e45ac25303af4c52a00d8b86279b/70,"
            2113 220TH ST,  INDEPENDENCE 
                      ",Split Foyer Frame,1976,996,"$227,630","$227,630",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.02.100.014,https://photos.camavision.com/dcdaebc10bf529ae6acce510ae653215/70,"
            2114 220TH ST,  INDEPENDENCE 
                      ",2 Story Frame,1900,2924,"$199,880","$199,880",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.36.378.003,https://photos.camavision.com/66a7dc0439c38d7b1229553be8144a38/70,"
            2131 220TH ST,  INDEPENDENCE 
                      ",Split Level Frame,1981,1624,"$235,780","$235,780",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.02.200.017,https://photos.camavision.com/8cbd68e4f24d037946eafb5470d68ba5/70,"
            2140 220TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1972,2208,"$309,970","$309,970",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
06.33.351.015,https://photos.camavision.com/c389aed15ee78a7bf0f9b2247916fe8b/70,"
            1809 220TH ST, INDEPENDENCE 
                      ",2 Story Frame,1850,1852,"$226,290","$226,290",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.02.100.013,https://photos.camavision.com/733e1d23896bede85980eefbd313b10d/70,"
            2104 220TH ST, INDEPENDENCE 
                      ",,,,"$63,140","$63,140",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.02.401.004,https://photos.camavision.com/4d52f6cbd771813abf7f0dc442588495/70,"
            2146 220TH ST, INDEPENDENCE 
                      ",2 Story Frame,1900,2112,"$247,760","$247,760",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.01.100.010,https://photos.camavision.com/0cf1c7e2c56d7bcf5bc36ed1d779f713/70,"
            2170 220TH ST, INDEPENDENCE 
                      ",1 Story Frame,1965,1416,"$228,000","$228,000",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
10.01.100.002,https://photos.camavision.com/36ec84d2a005e34beef939ba4ba2b34f/70,"
            2218 220TH ST, INDEPENDENCE 
                      ",1 1/2 Story Frame,1956,2753,"$258,870","$258,870",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
07.32.300.006,,"
            2335 220TH ST, INDEPENDENCE 
                      ",1 Story Frame,1964,2004,"$368,310","$368,310",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
07.33.300.004,https://photos.camavision.com/05ed6badcc346df434efa7686ea5193b/70,"
            2419 220TH ST, INDEPENDENCE 
                      ",2 Story Frame,1930,3264,"$450,930","$450,930",https://buchanan.iowaassessors.com/results.php?page=13&history=-13&ts=1688576139
09.11.100.006,https://photos.camavision.com/bbc18b61f2fb532b78b909660de76c71/70,"
            1500 230TH ST, INDEPENDENCE 
                      ",1 Story Frame,2008,2487,"$383,730","$383,730",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
09.11.200.007,https://photos.camavision.com/6afebef0feaa00dd2577773e905184ea/70,"
            1570 230TH ST, INDEPENDENCE 
                      ",1 Story Frame,2006,1657,"$383,400","$383,400",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
11.08.100.017,https://photos.camavision.com/169b0d9de84b14eb0aa5d3d6f9f9133d/70,"
            2398 232ND ST, INDEPENDENCE
                      ",1 Story Frame,1981,1784,"$268,010","$268,010",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
11.08.100.018,https://photos.camavision.com/91423aa19a04e70a7bb6e23e7e8f8ad1/70,"
            2366 232ND ST,  INDEPENDENCE 
                      ",1 Story Frame,1974,1152,"$170,070","$170,070",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
11.08.100.006,https://photos.camavision.com/279f44084cf86730b59ff9c7d284148a/70,"
            2378 232ND ST,  INDEPENDENCE 
                      ",Mfd Home (Single),1991,1200,"$84,410","$84,410",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
11.08.100.016,https://photos.camavision.com/cf4020604ffecf86c21bab156ee99073/70,"
            2394 232ND ST, INDEPENDENCE 
                      ",2 Story Frame,2004,2752,"$494,350","$494,350",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.12.400.002,https://photos.camavision.com/b52ca1772e4287c95e372c8ed0b136bb/70,"
            2242 235TH ST,  INDEPENDENCE 
                      ",1 Story Frame,2020,1654,"$309,810","$309,810",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
11.07.100.009,https://photos.camavision.com/65e474c1767bca9f077b97a90cd2179e/70,"
            2305 235TH ST, INDEPENDENCE 
                      ",2 Story Frame,1860,2224,"$194,500","$194,500",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.09.300.018,https://photos.camavision.com/2ae2f5b2ec71b6696032f6829f99e338/70,"
            1883 238TH ST,  INDEPENDENCE 
                      ",,,,"$44,380","$44,380",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.10.300.010,https://photos.camavision.com/a2d5425ad335f621e721ae49fb8b7010/70,"
            1997 240TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1974,1440,"$228,500","$228,500",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
09.11.300.003,https://photos.camavision.com/f1ce6c07f1305f96a04a536f28efb27c/70,"
            1499 240TH ST, INDEPENDENCE 
                      ",2 Story Frame,1868,1528,"$167,660","$167,660",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.15.200.006,,"
            2038 240TH ST, INDEPENDENCE 
                      ",1 Story Frame,1959,1908,"$254,900","$254,900",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.17.400.006,https://photos.camavision.com/cc2b3655b82ceac6c0546afe60e636bd/70,"
            1845 250TH ST,  INDEPENDENCE 
                      ",1 Story Frame,2006,1815,"$371,540","$371,540",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.20.200.006,https://photos.camavision.com/c9f9835af04c3b3ae5a8c9765eafba6e/70,"
            1843 252ND ST, INDEPENDENCE 
                      ",1 Story Frame,2010,1694,"$313,680","$313,680",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.22.200.006,,"
            2029 255TH ST, INDEPENDENCE 
                      ",1 Story Frame,1977,1502,"$246,250","$246,250",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
09.23.400.008,https://photos.camavision.com/908a20c26e679874861857ec8a2630c7/70,"
            1559 260TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1975,1152,"$185,220","$185,220",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
11.19.400.008,,"
            2337 260TH ST, INDEPENDENCE 
                      ",2 Story Frame,1870,1260,"$57,710","$57,710",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.26.100.005,https://photos.camavision.com/189b070810f2fb9f52c90882c36c98a7/70,"
            2103 265TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1880,796,"$46,890","$46,890",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.30.300.005,https://photos.camavision.com/9f5a374f5d419565016000e19b8c1568/70,"
            1711 270TH ST, INDEPENDENCE 
                      ",1 Story Frame,1984,1500,"$225,560","$225,560",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
10.10.300.004,,"
            502 27TH ST SE, INDEPENDENCE
                      ",1 Story Frame,1964,1456,"$166,160","$166,160",https://buchanan.iowaassessors.com/results.php?page=14&history=-14&ts=1688576139
09.35.400.006,https://photos.camavision.com/4cf68c0a8a4846dbaa5e0767e9a78fd4/70,"
            1551 280TH ST,  BRANDON 
                      ",2 Story Frame,1868,1152,"$120,220","$120,220",https://buchanan.iowaassessors.com/results.php?page=15&history=-15&ts=1688576139
